precision,mean_latency_s,median_latency_s,p95_latency_s,p99_latency_s,mean_peak_mem_mb,mean_avg_mem_mb
fp16,0.7636944575309753,0.7705737352371216,0.8098343253135681,0.8168926167488099,12280.174483886718,12269.4638671875
int4,1.3712312822341919,1.3650367259979248,1.4143120050430298,1.4340169382095336,8310.72851513672,8299.9638671875
